25;880236
25;880237
90;880238
92;880242
15;880245
11;880247
22;880252
25;880253
69;880254
97;880256
79;880257
71;880258
92;880260
9;880261
79;880262
66;880407
27;880414
84;880420
75;880423
13;880433
10;880472
78;880473
96;880476
14;880480
57;880925
53;880927
25;880931
24;880932
70;881051
73;881192
46;881195
13;881197
3;881278
38;881280
64;881282
47;881288
35;881290
92;881291
12;881292
27;881347
68;881348
20;881350
3;881353
48;881358
86;881359
58;881937
6;881940
77;881942
81;881943
40;881944
18;881945
81;881947
11;881952
95;881953
17;881955
24;881960
55;882156
21;882158
42;882159
1;882162
13;882164
43;882166
98;882167
22;882373
41;882374
28;882797
36;882799
32;882800
65;882802
63;882804
42;882805
64;882806
93;883021
3;883024
18;883026
41;883027
39;883028
36;883029
68;883032
38;883467
7;883468
96;883474
44;883766
90;883771
88;883772
96;883781
69;883784
16;883786
14;883787
78;883789
47;883792
5;884063
46;884065
67;884066
86;884068
33;884070
68;884071
33;884076
85;884077
67;884078
24;884079
44;885212
6;885710
50;3013108
2;885713
89;885715
59;885717
39;885719
30;885721
6;885723
34;885728
93;886480
95;886481
47;886482
51;886485
6;886489
25;886491
23;886499
29;886500
60;886501
29;887612
52;887613
29;887614
9;887946
1;887947
39;887949
59;887956
67;887959
91;887960
71;887961
80;887962
22;887965
54;887966
27;889724
14;889726
17;889728
20;889729
38;889730
61;889731
30;889733
29;889737
97;889739
47;889742
74;889745
47;889746
50;889748
93;889751
69;890295
80;890299
34;890300
99;890302
50;890303
48;890304
79;890306
10;890805
66;890809
73;890810
65;890811
90;890812
19;890815
12;891221
13;891222
47;891224
32;891664
36;891665
72;891668
20;891672
15;891674
33;891678
13;891680
38;891681
12;891682
59;892202
34;892206
87;892207
28;892208
53;892212
37;892213
83;892214
56;892216
75;892222
81;892223
61;892224
98;892725
22;892726
10;892728
30;892729
97;892730
10;893389
25;893392
76;893394
80;893395
44;893838
92;894871
65;894880
28;894902
6;894910
9;894912
15;895522
70;895528
32;896197
35;896203
80;896206
88;896209
56;896880
37;898204
32;898876
89;898879
99;898883
78;898887
97;898894
28;898900
31;898902
4;898910
55;899715
35;900700
29;901543
85;901544
44;901550
8;901552
33;901554
10;901557
12;901560
95;901562
85;901566
96;901567
77;901571
84;901578
21;901579
75;901581
53;902896
57;902899
23;902901
28;902906
48;902909
59;904116
89;904117
23;904120
44;904122
43;904123
83;904127
60;904814
60;904815
70;904816
71;904820
27;904823
22;904825
16;905321
49;905325
93;905326
12;905327
21;905328
98;905330
98;906000
47;906866
62;906867
21;906869
97;906871
5;906872
58;906873
31;906874
18;906875
88;906876
90;906877
12;906878
14;907917
6;907918
33;907919
25;912060
94;912068
72;912072
85;912076
80;912077
39;912081
73;912092
86;912097
49;912105
65;912110
10;912120
58;912127
55;912132
0;912136
47;912141
31;912145
45;912156
91;912158
29;912164
71;912168
87;912807
28;914252
98;914260
35;914336
7;914354
82;914373
35;914416
67;914434
13;914482
55;914965
7;915660
68;916292
4;916296
99;916298
34;916300
61;916301
63;916303
32;919887
4;919936
52;919970
26;921418
42;921425
75;921426
4;921427
70;921430
93;921431
58;922135
95;922845
72;922846
17;922848
13;922850
80;922851
57;922859
56;922871
99;922873
80;922880
60;922887
56;922892
15;922896
14;922898
16;922900
68;923545
8;923548
12;923551
9;923553
54;923566
36;923573
14;923574
31;923585
88;923591
26;923598
34;923601
4;923618
51;925128
44;925210
87;925226
97;925947
0;926958
78;926961
32;926962
26;926963
18;926964
80;926965
54;926966
77;927964
38;928965
30;930054
17;930058
76;930061
91;930062
28;930063
14;930064
42;930841
40;931812
62;931813
37;931821
74;931826
