1;5;2018-08-27 10:02:26;2018-08-27 11:12:28
2;5;2018-08-31 08:15:29;2018-08-31 10:01:36
3;5;2018-08-26 13:18:42;2018-08-26 13:33:30
4;5;2018-08-15 02:10:32;2018-08-15 02:37:22
5;5;2018-09-09 04:16:36;2018-09-09 04:25:05
6;5;2018-09-03 14:21:50;2018-09-03 15:01:06
7;5;2018-08-30 10:56:50;2018-08-30 12:06:53
8;5;2018-09-18 14:19:44;2018-09-18 14:22:24
9;5;2018-09-17 11:15:56;2018-09-17 12:31:44
10;5;2018-08-25 11:08:13;2018-08-25 12:20:47
11;5;2018-09-24 09:14:46;2018-09-24 10:46:21
12;5;2018-08-16 03:44:55;2018-08-16 04:29:34
13;5;2018-09-30 03:17:57;2018-09-30 04:09:54
14;5;2018-08-24 20:27:48;2018-08-24 22:07:04
15;5;2018-09-24 18:26:01;2018-09-24 21:07:26
16;5;2018-09-20 23:31:59;2018-09-21 00:51:45
17;5;2018-09-29 04:21:59;2018-09-29 05:32:16
18;5;2018-09-11 23:43:21;2018-09-12 00:45:21
19;5;2018-09-16 02:26:23;2018-09-16 02:30:14
20;5;2018-08-24 11:44:42;2018-08-24 13:56:56
21;5;2018-09-07 01:14:47;2018-09-07 01:27:18
22;5;2018-09-08 02:30:03;2018-09-08 03:55:45
23;5;2018-09-03 01:15:41;2018-09-03 04:01:06
24;5;2018-08-24 20:50:51;2018-08-24 22:17:45
25;5;2018-08-30 15:45:15;2018-08-30 16:23:32
26;5;2018-09-16 04:02:09;2018-09-16 04:50:38
27;5;2018-09-20 13:36:50;2018-09-20 14:34:57
28;5;2018-08-21 09:43:03;2018-08-21 11:18:09
29;5;2018-09-21 00:49:19;2018-09-21 01:32:02
30;5;2018-08-19 02:56:29;2018-08-19 04:23:26
31;5;2018-08-27 11:17:38;2018-08-27 13:03:23
32;5;2018-09-22 21:40:11;2018-09-22 22:43:17
33;5;2018-09-19 12:59:26;2018-09-19 13:07:34
34;5;2018-08-25 07:56:13;2018-08-25 08:25:54
35;5;2018-08-27 04:23:25;2018-08-27 05:15:00
36;5;2018-09-30 19:28:21;2018-09-30 21:17:06
37;5;2018-09-16 06:48:25;2018-09-16 07:06:33
38;5;2018-09-15 07:00:41;2018-09-15 07:46:34
39;5;2018-09-12 18:25:33;2018-09-12 18:35:07
40;5;2018-09-17 15:16:42;2018-09-17 15:55:33
41;5;2018-08-09 15:44:22;2018-08-09 17:54:56
42;5;2018-09-02 09:33:20;2018-09-02 11:40:39
43;5;2018-09-07 00:12:09;2018-09-07 02:14:10
44;5;2018-08-23 19:22:25;2018-08-23 21:44:08
45;5;2018-09-30 16:54:37;2018-09-30 18:04:49
46;5;2018-08-22 09:19:32;2018-08-22 10:54:28
47;5;2018-08-24 22:14:25;2018-08-25 00:36:46
48;5;2018-08-14 14:46:54;2018-08-14 15:37:31
49;5;2018-08-27 07:54:32;2018-08-27 09:42:49
50;5;2018-09-28 11:21:16;2018-09-28 11:48:35
51;5;2018-09-14 20:29:24;2018-09-14 22:16:03
52;5;2018-09-13 23:14:04;2018-09-13 23:36:48
53;5;2018-09-06 13:11:31;2018-09-06 14:26:23
54;6;2018-08-03 12:43:45;2018-08-03 14:43:37
55;6;2018-08-09 11:18:18;2018-08-09 12:49:20
56;6;2018-09-12 09:36:33;2018-09-12 09:44:50
57;6;2018-08-12 23:38:02;2018-08-13 02:22:45
58;6;2018-08-07 06:27:27;2018-08-07 07:55:08
59;6;2018-08-12 18:53:06;2018-08-12 19:52:40
60;6;2018-09-01 11:25:32;2018-09-01 11:27:05
61;6;2018-09-20 11:22:45;2018-09-20 11:53:12
62;6;2018-08-19 05:47:47;2018-08-19 06:26:44
63;6;2018-08-12 19:47:02;2018-08-12 22:17:34
64;6;2018-09-20 23:14:41;2018-09-20 23:50:47
65;6;2018-09-10 11:03:17;2018-09-10 12:32:43
66;6;2018-08-16 03:17:34;2018-08-16 04:28:45
67;6;2018-09-06 07:33:46;2018-09-06 08:24:21
68;6;2018-08-08 11:48:23;2018-08-08 12:49:17
69;6;2018-08-30 14:33:50;2018-08-30 15:33:26
70;6;2018-08-28 15:50:27;2018-08-28 18:33:14
71;6;2018-09-16 12:54:46;2018-09-16 15:22:12
72;6;2018-08-14 05:42:22;2018-08-14 06:08:39
73;6;2018-09-02 02:18:08;2018-09-02 03:14:22
74;6;2018-08-13 05:13:00;2018-08-13 06:51:44
75;6;2018-08-10 01:59:43;2018-08-10 02:50:24
76;6;2018-08-30 04:51:25;2018-08-30 05:45:16
77;7;2018-09-25 01:45:53;2018-09-25 03:14:41
78;7;2018-09-21 17:17:09;2018-09-21 18:07:59
79;7;2018-09-20 05:35:53;2018-09-20 06:57:00
80;7;2018-09-27 13:39:52;2018-09-27 15:33:17
81;7;2018-09-22 17:36:13;2018-09-22 19:18:27
82;7;2018-09-19 18:57:27;2018-09-19 19:16:41
83;7;2018-09-30 13:51:14;2018-09-30 15:54:42
84;7;2018-09-22 23:01:57;2018-09-23 01:38:03
85;7;2018-09-24 05:03:12;2018-09-24 05:35:04
86;7;2018-09-21 01:33:01;2018-09-21 02:57:22
87;7;2018-09-22 03:28:12;2018-09-22 05:48:15
88;7;2018-09-28 22:01:15;2018-09-28 23:02:20
89;7;2018-09-27 02:39:50;2018-09-27 04:45:13
90;7;2018-09-24 02:24:16;2018-09-24 02:26:34
91;7;2018-09-30 20:16:27;2018-09-30 20:28:47
92;7;2018-09-25 19:52:16;2018-09-25 21:48:27
93;7;2018-09-24 00:34:53;2018-09-24 02:56:49
94;7;2018-09-20 11:29:41;2018-09-20 12:48:20
95;7;2018-09-21 17:43:26;2018-09-21 20:16:33
96;7;2018-09-23 17:52:44;2018-09-23 18:31:30
97;7;2018-09-21 01:01:54;2018-09-21 03:48:14
98;7;2018-09-27 04:27:39;2018-09-27 04:30:09
99;7;2018-09-27 18:16:23;2018-09-27 20:42:14
100;7;2018-09-22 09:36:04;2018-09-22 11:32:49
101;7;2018-09-26 22:30:20;2018-09-26 23:47:51
102;7;2018-09-23 06:25:07;2018-09-23 06:42:15
103;7;2018-09-19 10:37:44;2018-09-19 13:00:36
104;7;2018-09-19 16:08:33;2018-09-19 16:21:34
105;7;2018-09-22 11:46:18;2018-09-22 13:27:21
106;7;2018-09-23 04:03:41;2018-09-23 05:56:25
107;7;2018-09-25 09:37:52;2018-09-25 11:43:20
108;7;2018-09-23 13:24:35;2018-09-23 15:15:07
109;7;2018-09-24 06:29:59;2018-09-24 08:56:54
110;7;2018-09-27 11:27:11;2018-09-27 12:02:43
111;7;2018-09-21 03:35:33;2018-09-21 06:09:01
112;7;2018-09-26 00:46:31;2018-09-26 01:25:37
113;7;2018-09-28 09:39:34;2018-09-28 11:13:12
114;7;2018-09-27 02:34:44;2018-09-27 04:09:49
115;7;2018-09-19 04:06:18;2018-09-19 05:40:29
116;7;2018-09-21 02:47:05;2018-09-21 05:23:53
117;7;2018-09-24 04:54:04;2018-09-24 04:54:11
118;7;2018-09-26 19:26:27;2018-09-26 20:59:14
119;7;2018-09-19 23:47:40;2018-09-20 02:31:34
120;7;2018-09-30 16:24:16;2018-09-30 17:23:24
121;7;2018-09-19 05:06:55;2018-09-19 05:52:41
122;7;2018-09-22 19:29:54;2018-09-22 21:39:49
123;7;2018-09-25 02:45:57;2018-09-25 03:53:55
124;7;2018-09-23 11:21:16;2018-09-23 12:49:35
125;9;2018-09-16 00:26:09;2018-09-16 02:40:11
126;9;2018-09-17 23:23:41;2018-09-18 01:18:07
127;9;2018-09-07 01:50:16;2018-09-07 03:20:16
128;9;2018-09-28 15:21:38;2018-09-28 17:38:45
129;9;2018-09-14 02:12:56;2018-09-14 03:45:20
130;9;2018-08-24 09:24:03;2018-08-24 09:33:38
131;9;2018-09-30 04:38:20;2018-09-30 06:54:32
132;9;2018-08-31 07:39:05;2018-08-31 09:04:03
133;9;2018-09-22 05:53:48;2018-09-22 06:36:05
134;9;2018-09-29 13:07:00;2018-09-29 15:06:26
135;9;2018-09-01 04:05:25;2018-09-01 06:35:12
136;9;2018-09-16 20:42:09;2018-09-16 22:35:47
137;9;2018-09-28 14:17:01;2018-09-28 16:38:56
138;9;2018-08-31 00:49:22;2018-08-31 02:08:58
139;9;2018-09-25 12:38:28;2018-09-25 12:57:08
140;9;2018-09-14 13:45:49;2018-09-14 16:15:50
141;9;2018-09-30 10:53:52;2018-09-30 12:33:29
142;9;2018-09-29 05:14:50;2018-09-29 07:18:15
143;9;2018-09-06 11:24:22;2018-09-06 12:41:18
144;9;2018-09-22 14:50:04;2018-09-22 16:37:51
145;9;2018-08-28 06:18:08;2018-08-28 07:11:14
146;9;2018-08-27 22:12:58;2018-08-28 00:46:17
147;9;2018-08-31 06:58:53;2018-08-31 07:05:20
148;9;2018-09-01 00:57:32;2018-09-01 01:51:51
149;9;2018-09-18 07:56:28;2018-09-18 09:14:52
150;9;2018-08-27 23:08:45;2018-08-27 23:13:51
151;9;2018-09-04 07:43:06;2018-09-04 07:51:13
152;9;2018-09-13 21:49:34;2018-09-13 23:54:36
153;9;2018-08-31 09:55:42;2018-08-31 11:45:20
154;9;2018-09-17 20:45:36;2018-09-17 23:14:10
155;9;2018-09-15 03:56:21;2018-09-15 05:50:20
156;9;2018-09-03 15:25:17;2018-09-03 18:06:50
157;9;2018-09-28 00:27:49;2018-09-28 02:53:16
158;9;2018-08-29 18:43:33;2018-08-29 21:11:31
159;9;2018-09-25 13:18:16;2018-09-25 13:58:03
160;9;2018-09-13 04:36:04;2018-09-13 06:12:18
161;9;2018-09-07 02:15:41;2018-09-07 03:07:58
162;9;2018-08-27 12:48:29;2018-08-27 13:53:41
163;9;2018-09-19 01:34:33;2018-09-19 03:39:26
164;9;2018-09-01 19:41:35;2018-09-01 22:26:31
165;9;2018-09-03 20:26:34;2018-09-03 21:22:23
166;9;2018-09-11 01:27:14;2018-09-11 02:58:25
167;9;2018-08-29 08:58:02;2018-08-29 09:26:19
168;9;2018-09-19 11:32:20;2018-09-19 13:56:43
169;9;2018-09-04 23:38:29;2018-09-05 01:15:13
170;9;2018-08-25 23:13:12;2018-08-26 01:59:45
171;9;2018-08-29 20:08:10;2018-08-29 21:40:49
172;9;2018-09-30 08:14:19;2018-09-30 08:55:18
173;9;2018-09-14 02:16:58;2018-09-14 04:04:48
174;9;2018-08-28 20:27:24;2018-08-28 21:22:16
175;9;2018-09-16 08:05:50;2018-09-16 08:26:36
176;9;2018-09-27 10:00:10;2018-09-27 10:28:54
177;9;2018-09-11 21:34:12;2018-09-11 23:06:14
178;9;2018-09-13 13:48:10;2018-09-13 15:14:33
179;9;2018-08-24 22:31:46;2018-08-24 23:07:59
180;9;2018-09-04 14:52:57;2018-09-04 16:52:08
181;9;2018-09-24 02:16:22;2018-09-24 04:06:27
182;9;2018-09-13 23:57:31;2018-09-14 01:04:57
183;9;2018-08-29 18:31:58;2018-08-29 18:56:43
184;9;2018-09-25 08:06:59;2018-09-25 10:40:10
185;9;2018-09-18 20:11:09;2018-09-18 22:43:26
186;9;2018-09-11 15:14:36;2018-09-11 17:03:49
187;9;2018-09-10 07:29:44;2018-09-10 08:24:14
188;9;2018-09-19 05:02:58;2018-09-19 05:28:20
189;9;2018-09-02 15:55:23;2018-09-02 17:59:52
190;9;2018-08-30 10:31:35;2018-08-30 11:12:07
191;9;2018-08-30 19:33:07;2018-08-30 20:27:22
192;9;2018-09-06 02:55:22;2018-09-06 04:25:53
193;9;2018-08-23 11:13:49;2018-08-23 12:06:40
194;9;2018-09-05 15:38:00;2018-09-05 17:46:47
195;9;2018-09-01 07:47:49;2018-09-01 09:46:08
196;9;2018-09-07 05:23:10;2018-09-07 06:02:05
197;9;2018-09-12 02:30:18;2018-09-12 03:43:39
198;9;2018-09-06 02:08:35;2018-09-06 04:16:12
199;9;2018-08-30 18:03:51;2018-08-30 19:00:26
200;9;2018-09-10 16:21:30;2018-09-10 17:54:20
201;9;2018-09-16 07:47:13;2018-09-16 09:36:16
202;9;2018-09-07 00:44:39;2018-09-07 03:22:16
203;9;2018-09-12 07:30:48;2018-09-12 09:06:07
204;9;2018-09-09 22:08:30;2018-09-10 00:49:00
205;9;2018-09-30 17:57:46;2018-09-30 19:29:55
206;9;2018-09-12 13:07:10;2018-09-12 14:40:30
207;9;2018-09-09 21:00:18;2018-09-09 22:42:31
208;9;2018-09-12 07:28:53;2018-09-12 08:47:34
209;9;2018-09-05 14:05:07;2018-09-05 15:23:39
210;9;2018-09-16 10:55:15;2018-09-16 13:37:40
211;9;2018-09-11 06:14:45;2018-09-11 06:31:13
212;9;2018-08-31 17:18:54;2018-08-31 17:43:43
213;9;2018-09-24 09:12:37;2018-09-24 09:47:52
214;9;2018-09-16 06:43:55;2018-09-16 07:43:40
215;9;2018-09-01 05:59:01;2018-09-01 08:31:12
216;9;2018-09-23 19:15:01;2018-09-23 21:17:28
217;9;2018-09-29 11:41:39;2018-09-29 11:49:39
218;9;2018-09-27 15:34:45;2018-09-27 16:28:17
219;9;2018-09-19 02:57:43;2018-09-19 04:23:04
220;9;2018-09-24 21:52:53;2018-09-24 23:57:20
221;9;2018-09-11 02:02:32;2018-09-11 03:56:42
222;9;2018-08-24 08:35:54;2018-08-24 10:36:28
223;9;2018-08-24 17:54:09;2018-08-24 20:12:07
224;9;2018-09-03 13:25:30;2018-09-03 15:41:09
225;9;2018-09-23 12:07:47;2018-09-23 12:22:13
226;9;2018-09-21 11:10:39;2018-09-21 12:10:08
227;9;2018-09-29 16:28:13;2018-09-29 18:07:26
228;9;2018-08-31 20:06:18;2018-08-31 22:34:20
229;9;2018-09-22 09:44:07;2018-09-22 11:19:51
230;9;2018-09-08 16:31:18;2018-09-08 18:42:30
231;9;2018-09-06 22:12:53;2018-09-06 22:30:02
232;9;2018-09-18 17:17:54;2018-09-18 18:56:04
233;9;2018-09-02 12:58:14;2018-09-02 14:11:28
234;9;2018-09-01 10:41:58;2018-09-01 11:33:53
235;9;2018-08-28 03:21:24;2018-08-28 03:47:32
236;9;2018-09-17 04:26:47;2018-09-17 06:17:09
237;9;2018-09-14 20:29:30;2018-09-14 22:59:18
238;9;2018-09-16 18:10:07;2018-09-16 20:07:31
239;9;2018-08-26 12:57:09;2018-08-26 14:58:13
240;9;2018-09-11 18:52:28;2018-09-11 19:15:23
241;9;2018-09-22 00:00:23;2018-09-22 00:22:45
242;9;2018-09-21 11:42:14;2018-09-21 12:57:08
243;9;2018-09-28 05:08:44;2018-09-28 05:11:32
244;9;2018-09-26 00:25:05;2018-09-26 03:10:14
245;9;2018-08-30 13:30:27;2018-08-30 14:04:57
246;9;2018-08-26 06:08:11;2018-08-26 08:13:54
247;9;2018-09-05 20:30:45;2018-09-05 22:44:25
248;9;2018-09-19 14:01:59;2018-09-19 15:20:19
249;9;2018-08-24 16:01:51;2018-08-24 16:35:02
250;9;2018-09-29 21:47:06;2018-09-30 00:19:42
251;9;2018-09-29 20:50:17;2018-09-29 21:24:26
252;9;2018-09-09 17:28:25;2018-09-09 19:54:01
253;9;2018-09-14 12:11:41;2018-09-14 12:50:20
254;9;2018-08-27 17:16:12;2018-08-27 17:24:16
255;9;2018-09-25 20:49:19;2018-09-25 21:35:22
256;9;2018-09-01 16:33:13;2018-09-01 16:41:39
257;9;2018-08-30 06:36:47;2018-08-30 08:12:40
258;9;2018-09-14 05:26:20;2018-09-14 05:27:08
259;10;2018-09-16 21:47:18;2018-09-16 23:11:23
260;10;2018-09-06 15:12:59;2018-09-06 16:14:52
261;10;2018-09-26 02:09:47;2018-09-26 04:32:50
262;10;2018-09-03 04:47:46;2018-09-03 06:32:16
263;10;2018-09-01 20:54:18;2018-09-01 23:18:15
264;10;2018-08-31 04:24:35;2018-08-31 06:22:45
265;10;2018-09-09 13:48:42;2018-09-09 15:29:41
266;10;2018-08-11 22:01:45;2018-08-11 23:37:01
267;10;2018-09-26 06:59:31;2018-09-26 07:19:32
268;10;2018-08-14 13:21:57;2018-08-14 14:28:56
269;10;2018-08-09 01:39:43;2018-08-09 02:45:31
270;10;2018-08-26 22:03:33;2018-08-26 23:32:54
271;10;2018-08-28 10:57:29;2018-08-28 12:58:19
272;10;2018-09-22 12:12:20;2018-09-22 14:44:07
273;10;2018-09-09 13:30:16;2018-09-09 15:30:14
274;10;2018-09-02 05:30:26;2018-09-02 06:55:15
275;10;2018-09-08 08:27:05;2018-09-08 08:40:48
276;10;2018-09-15 18:16:17;2018-09-15 20:05:08
277;10;2018-09-11 18:23:24;2018-09-11 20:46:10
278;10;2018-09-16 17:26:17;2018-09-16 19:07:45
279;10;2018-09-09 03:04:50;2018-09-09 05:01:47
280;10;2018-09-27 03:44:33;2018-09-27 05:23:07
281;10;2018-08-08 07:32:02;2018-08-08 08:05:10
282;10;2018-09-09 03:27:30;2018-09-09 06:14:06
283;10;2018-08-13 09:07:34;2018-08-13 10:26:58
284;10;2018-08-30 09:00:52;2018-08-30 11:43:03
285;10;2018-09-30 14:17:34;2018-09-30 14:46:55
286;10;2018-08-23 10:30:18;2018-08-23 13:06:11
287;10;2018-09-17 23:11:29;2018-09-17 23:34:40
288;10;2018-09-03 06:05:05;2018-09-03 06:11:09
289;10;2018-08-08 07:10:14;2018-08-08 09:05:10
290;10;2018-09-06 18:44:40;2018-09-06 20:08:46
291;10;2018-09-04 18:48:12;2018-09-04 20:09:42
292;10;2018-09-29 08:47:56;2018-09-29 10:04:55
293;10;2018-08-21 21:25:56;2018-08-21 22:59:06
294;10;2018-08-08 05:01:04;2018-08-08 07:04:25
295;10;2018-08-29 17:16:03;2018-08-29 18:09:18
296;10;2018-09-07 08:58:17;2018-09-07 09:49:06
297;10;2018-08-07 11:30:10;2018-08-07 13:09:50
298;10;2018-08-22 11:50:01;2018-08-22 12:58:39
299;10;2018-08-17 15:01:46;2018-08-17 15:56:04
