100001;880236
100001;880237
100001;880238
100001;880239
100001;880240
100001;880241
100001;880242
100001;880243
100001;880245
100001;880247
100001;880248
100001;880249
100001;880250
100001;880251
100001;880252
100002;880253
100002;880254
100002;880255
100002;880256
100002;880257
100002;880258
100002;880259
100002;880260
100002;880261
100002;880262
100004;880266
100004;880267
100011;880407
100011;880408
100011;880410
100011;880414
100011;880417
100011;880420
100011;880423
100011;880426
100011;880429
100011;880431
100011;880433
100011;880436
100011;880437
100011;880439
100016;880464
100016;880466
100016;880467
100016;880469
100016;880470
100016;880472
100016;880473
100016;880474
100016;880476
100016;880477
100016;880479
100016;880480
100046;880916
100046;880917
100046;880919
100046;880922
100046;880925
100046;880926
100046;880927
100046;880928
100046;880929
100046;880930
100046;880931
100046;880932
100046;880933
100046;880934
100056;881051
100056;881053
100056;881057
100056;881060
100056;881063
100067;881192
100067;881193
100067;881195
100067;881197
100079;881278
100079;881280
100079;881282
100079;881284
100079;881285
100079;881286
100079;881288
100079;881290
100079;881291
100079;881292
100092;881347
100092;881348
100092;881349
100092;881350
100092;881351
100092;881352
100092;881353
100092;881354
100092;881355
100092;881356
100092;881357
100092;881358
100092;881359
100092;881360
100092;881361
100092;881362
100137;881937
100137;881938
100137;881939
100137;881940
100137;881941
100137;881942
100137;881943
100137;881944
100137;881945
100137;881946
100137;881947
100137;881948
100137;881949
100137;881950
100137;881951
100137;881952
100137;881953
100137;881954
100137;881955
100137;881956
100137;881957
100137;881958
100137;881959
100137;881960
100154;882154
100154;882156
100154;882158
100154;882159
100154;882161
100154;882162
100154;882163
100154;882164
100154;882165
100154;882166
100154;882167
100154;882168
100154;882169
100172;882372
100172;882373
100172;882374
100211;882796
100211;882797
100211;882798
100211;882799
100211;882800
100211;882802
100211;882803
100211;882804
100211;882805
100211;882806
100211;882807
100211;882808
100211;882809
100211;882810
100232;883020
100232;883021
100232;883022
100232;883023
100232;883024
100232;883025
100232;883026
100232;883027
100232;883028
100232;883029
100232;883032
100232;883036
100277;883464
100277;883467
100277;883468
100277;883470
100277;883472
100277;883474
100277;883476
100301;883764
100301;883766
100301;883768
100301;883769
100301;883771
100301;883772
100301;883774
100301;883775
100301;883777
100301;883779
100301;883781
100301;883783
100301;883784
100301;883786
100301;883787
100301;883789
100301;883790
100301;883791
100301;883792
100301;883793
100326;884063
100326;884064
100326;884065
100326;884066
100326;884067
100326;884068
100326;884069
100326;884070
100326;884071
100326;884072
100326;884073
100326;884074
100326;884075
100326;884076
100326;884077
100326;884078
100326;884079
100436;885211
100436;885212
100497;885710
100497;3013108
100497;885713
100497;885715
100497;885717
100497;885719
100497;885721
100497;885723
100497;885726
100497;885728
100562;886479
100562;886480
100562;886481
100562;886482
100562;886485
100562;886487
100562;886489
100562;886491
100562;886493
100562;886495
100562;886498
100562;886499
100562;886500
100562;886501
100667;887610
100667;887611
100667;887612
100667;887613
100667;887614
100667;887615
100704;887944
100704;887945
100704;887946
100704;887947
100704;887948
100704;887949
100704;887950
100704;887951
100704;887952
100704;887953
100704;887954
100704;887955
100704;887956
100704;887957
100704;887958
100704;887959
100704;887960
100704;887961
100704;887962
100704;887963
100704;887964
100704;887965
100704;887966
100704;887967
100862;889724
100862;889725
100862;889726
100862;889727
100862;889728
100862;889729
100862;889730
100862;889731
100862;889732
100862;889733
100862;889734
100862;889735
100862;889736
100862;889737
100862;889738
100862;889739
100862;889740
100862;889741
100862;889742
100862;889743
100862;889744
100862;889745
100862;889746
100862;889747
100862;889748
100862;889749
100862;889750
100862;889751
100862;889752
100904;890295
100904;890296
100904;890297
100904;890298
100904;890299
100904;890300
100904;890301
100904;890302
100904;890303
100904;890304
100904;890305
100904;890306
100947;890805
100947;890806
100947;890807
100947;890808
100947;890809
100947;890810
100947;890811
100947;890812
100947;890813
100947;890814
100947;890815
100947;890816
100991;891221
100991;891222
100991;891223
100991;891224
101036;891664
101036;891665
101036;891668
101036;891672
101036;891674
101036;891677
101036;891678
101036;891680
101036;891681
101036;891682
101082;892202
101082;892204
101082;892205
101082;892206
101082;892207
101082;892208
101082;892210
101082;892211
101082;892212
101082;892213
101082;892214
101082;892216
101082;892217
101082;892219
101082;892222
101082;892223
101082;892224
101129;892725
101129;892726
101129;892727
101129;892728
101129;892729
101129;892730
101129;892731
101129;892732
101129;892733
101129;892734
101129;892735
101177;893389
101177;893390
101177;893391
101177;893392
101177;893393
101177;893394
101177;893395
101226;893838
101226;893839
101327;894871
101327;894875
101327;894880
101327;894883
101327;894885
101327;894888
101327;894892
101327;894898
101327;894902
101327;894907
101327;894910
101327;894912
101379;895518
101379;895519
101379;895522
101379;895524
101379;895528
101379;895530
101379;895534
101379;895535
101379;895538
101379;895540
101379;895544
101379;895547
101379;895550
101432;896195
101432;896197
101432;896199
101432;896201
101432;896203
101432;896206
101432;896209
101432;896211
101432;896213
101486;896878
101486;896880
101486;896882
101486;896884
101486;896885
101486;896887
101486;896889
101597;898202
101597;898204
101654;898872
101654;898876
101654;898879
101654;898883
101654;898884
101654;898887
101654;898888
101654;898891
101654;898894
101654;898897
101654;898900
101654;898902
101654;898906
101654;898910
101654;898912
101654;898915
101712;899712
101712;899713
101712;899715
101712;899717
101771;900695
101771;5885887
101771;900697
101771;900700
101831;901538
101831;901539
101831;901541
101831;901543
101831;901544
101831;901545
101831;901548
101831;901550
101831;901552
101831;901554
101831;901557
101831;901559
101831;901560
101831;901562
101831;901563
101831;901565
101831;901566
101831;901567
101831;901569
101831;901571
101831;901573
101831;901576
101831;901578
101831;901579
101831;901581
101954;902895
101954;902896
101954;902897
101954;902898
101954;902899
101954;902900
101954;902901
101954;902902
101954;902904
101954;902905
101954;902906
101954;902907
101954;902908
101954;902909
102146;904116
102146;904117
102146;904118
102146;904119
102146;904120
102146;904121
102146;904122
102146;904123
102146;904124
102146;904125
102146;904126
102146;904127
102212;904814
102212;904815
102212;904816
102212;904817
102212;904818
102212;904819
102212;904820
102212;904821
102212;904822
102212;904823
102212;904824
102212;904825
102279;905321
102279;905322
102279;905323
102279;905324
102279;905325
102279;905326
102279;905327
102279;905328
102279;905329
102279;905330
102347;905999
102347;906000
102416;906864
102416;906865
102416;906866
102416;906867
102416;906868
102416;906869
102416;906870
102416;906871
102416;906872
102416;906873
102416;906874
102416;906875
102416;906876
102416;906877
102416;906878
102486;907917
102486;907918
102486;907919
102486;907920
102486;907921
102776;912060
102776;912065
102776;912068
102776;912072
102776;912076
102776;912077
102776;912081
102776;912085
102776;912089
102776;912092
102776;912097
