880236;74241
880237;74241
880238;74241
880239;74241
880240;74241
880241;74241
880242;74241
880243;74241
880245;74241
880247;74241
880248;74241
880249;74241
880250;74241
880251;74241
880252;74241
880253;74242
880254;74242
880255;74242
880256;74242
880257;74242
880258;74242
880259;74242
880260;74242
880261;74242
880262;74242
880266;74243
880267;74243
880407;10723
880408;10723
880410;10723
880414;10723
880417;10723
880420;10723
880423;10723
880426;10723
880429;10723
880431;10723
880433;10723
880436;10723
880437;10723
880439;10723
880464;74248
880466;74248
880467;74248
880469;74248
880470;74248
880472;74248
880473;74248
880474;74248
880476;74248
880477;74248
880479;74248
880480;74248
880916;55634
880917;55634
880919;55634
880922;55634
880925;55634
880926;55634
880927;55634
880928;55634
880929;55634
880930;55634
880931;55634
880932;55634
880933;55634
880934;55634
881051;74266
881053;74266
881057;74266
881060;74266
881063;74266
881192;74271
881193;74271
881195;74271
881197;74271
881278;74251
881280;74251
881282;74251
881284;74251
881285;74251
881286;74251
881288;74251
881290;74251
881291;74251
881292;74251
881347;1026
881348;1026
881349;1026
881350;1026
881351;1026
881352;1026
881353;1026
881354;1026
881355;1026
881356;1026
881357;1026
881358;1026
881359;1026
881360;1026
881361;1026
881362;1026
881937;475
881938;475
881939;475
881940;475
881941;475
881942;475
881943;475
881944;475
881945;475
881946;475
881947;475
881948;475
881949;475
881950;475
881951;475
881952;475
881953;475
881954;475
881955;475
881956;475
881957;475
881958;475
881959;475
881960;475
882154;74296
882156;74296
882158;74296
882159;74296
882161;74296
882162;74296
882163;74296
882164;74296
882165;74296
882166;74296
882167;74296
882168;74296
882169;74296
882372;7525
882373;7525
882374;7525
882796;81241
882797;81241
882798;81241
882799;81241
882800;81241
882802;81241
882803;81241
882804;81241
882805;81241
882806;81241
882807;81241
882808;81241
882809;81241
882810;81241
883020;74318
883021;74318
883022;74318
883023;74318
883024;74318
883025;74318
883026;74318
883027;74318
883028;74318
883029;74318
883032;74318
883036;74318
883464;74335
883467;74335
883468;74335
883470;74335
883472;74335
883474;74335
883476;74335
883764;74344
883766;74344
883768;74344
883769;74344
883771;74344
883772;74344
883774;74344
883775;74344
883777;74344
883779;74344
883781;74344
883783;74344
883784;74344
883786;74344
883787;74344
883789;74344
883790;74344
883791;74344
883792;74344
883793;74344
884063;5080
884064;5080
884065;5080
884066;5080
884067;5080
884068;5080
884069;5080
884070;5080
884071;5080
884072;5080
884073;5080
884074;5080
884075;5080
884076;5080
884077;5080
884078;5080
884079;5080
885211;2802
885212;2802
885710;317
3013108;317
885713;317
885715;317
885717;317
885719;317
885721;317
885723;317
885726;317
885728;317
886479;74411
886480;74411
886481;74411
886482;74411
886485;74411
886487;74411
886489;74411
886491;74411
886493;74411
886495;74411
886498;74411
886499;74411
886500;74411
886501;74411
887610;1083
887611;1083
887612;1083
887613;1083
887614;1083
887615;1083
887944;66971
887945;66971
887946;66971
887947;66971
887948;66971
887949;66971
887950;66971
887951;66971
887952;66971
887953;66971
